Priceperweek,Population,Monthlyincome,Averageparkingpermonth,Numberofweeklyriders
31,1767057,5800,89,165110
40,1760232,5800,93,146507
57,1739947,7677,103,140816
92,1714500,12309,194,115696
15,1784654,5800,50,174307
46,1749833,7820,90,153022
39,1767894,6388,107,157600
102,1693246,14830,195,115696
47,1751772,6140,89,148621
37,1758704,5800,91,158284
67,1732566,10028,107,121851
51,1753267,8550,100,141269
55,1744824,5992,128,134432
22,1773775,5800,50,165714
45,1756382,7020,102,134388
21,1785085,5800,58,169308
29,1776745,5800,55,156825
71,1738591,10301,164,124967
72,1729759,9816,153,117399
63,1741474,9043,112,134687
55,1746630,7831,124,143315
40,1757958,7159,51,152459
44,1755151,7487,115,139938
52,1751668,7799,100,146024
16,1786574,5800,50,177413
51,1753023,6783,99,141582
55,1747149,8814,98,139572
40,1758835,5800,103,148441
45,1756719,7498,50,147282
48,1750009,8058,103,138580
34,1767788,5800,103,160196
90,1706571,14426,200,115696
70,1735909,8115,147,116490
57,1738966,7792,137,135875
75,1714277,10171,163,115696
47,1760807,9628,121,145177
41,1752241,5800,50,154732
38,1769492,5800,57,148715
47,1757347,6833,82,147575
48,1748898,5800,117,141363
34,1760308,5800,80,160349
63,1735109,8592,122,140082
59,1740961,8614,119,128446
56,1741998,8313,121,123158
33,1771102,5800,50,157485
70,1729068,9680,170,115696
24,1769380,5800,70,172326
57,1744912,8011,91,133984
41,1756135,5800,55,141382
65,1740005,12343,138,126832
87,1718241,13092,161,115696
61,1740700,8608,126,130044
70,1732121,11693,108,124260
68,1733648,8848,141,132318
27,1766666,5800,59,161361
36,1762290,5800,68,150650
26,1784269,5800,57,164132
37,1764675,5800,104,155004
65,1740048,9212,121,136233
43,1765730,5800,90,158897
57,1743353,7387,120,131905
46,1746447,6543,88,143791
26,1777070,5800,52,164341
73,1720553,11116,151,123055
22,1777151,5800,73,175249
47,1745845,6222,89,144904
53,1750230,7735,79,144775
52,1749381,7280,111,137506
45,1749606,5800,52,143101
66,1732012,9125,111,133570
50,1755999,7281,115,147325
51,1746465,8609,75,136957
59,1728739,8902,111,136597
64,1736065,9739,122,129782
47,1750157,7228,83,141814
21,1785014,5800,50,167355
39,1760298,7765,73,153830
15,1784032,5800,50,169725
40,1757906,5800,61,160952
51,1744910,7654,68,134761
61,1753027,9290,110,128463
102,1692737,14608,187,115696
60,1731109,8565,136,137897
63,1741261,10495,140,134545
64,1741385,10252,123,131258
80,1719926,12526,142,115696
80,1714419,12463,135,119488
71,1736817,8889,150,116767
17,1777405,5800,53,182513
62,1736726,10088,128,127135
71,1731624,9762,112,117164
73,1725632,11121,125,116552
15,1789603,5800,50,170047
47,1756585,6793,98,140643
30,1770190,5800,69,161740
84,1723930,12164,193,115696
102,1696597,16200,200,115696
18,1781945,5800,50,171630
63,1733895,8479,88,125926
66,1729884,10229,163,134242
38,1765428,5800,54,151846
39,1756517,5800,80,155832
62,1742980,10169,95,123152
22,1776794,5800,73,167122
55,1747303,7568,111,141990
49,1759636,8397,72,140948
68,1722887,9996,137,126027
64,1741903,8020,130,127603
62,1742646,9864,116,129020
46,1752234,9542,82,143572
47,1755291,6235,101,142184
49,1757568,8431,103,146720
26,1775899,5800,51,172189
77,1714347,9782,153,115696
35,1765885,6241,106,158844
33,1764216,5800,61,152509
34,1765279,5800,73,159043
47,1743872,5800,71,144760
28,1774948,5800,58,159562
46,1761435,6419,112,155870
35,1763509,5800,56,164737
37,1764629,5800,87,157388
60,1747594,8156,121,125822
74,1725214,10739,137,122335
71,1726727,11449,125,128306
82,1724587,12187,180,115696
15,1787092,5800,50,170803
45,1749029,8118,77,139889
60,1740130,9723,119,131041
24,1774852,5800,58,160774
93,1710880,12277,181,115696
59,1740573,9255,144,135102
31,1768850,5800,53,169038
63,1733987,10258,129,127767
77,1721099,11754,144,117829
58,1741537,8239,143,131280
15,1792066,5800,50,182814
37,1761866,5800,61,156072
50,1745386,9251,112,138083
33,1764652,5800,50,151353
63,1739225,8043,142,132073
15,1789320,5800,50,178968
50,1750653,8221,78,139543
68,1733974,10011,153,122152
18,1780364,5800,67,181846
26,1776022,5800,51,172171
88,1714830,12862,169,115696
26,1775179,5800,50,171454
33,1766077,5800,68,164881
47,1755947,6341,100,145271
69,1737652,10673,158,120071
40,1750719,5800,95,145952
43,1765530,7192,74,146691
81,1720116,11796,149,120506
24,1777096,5800,70,168563
51,1748484,8401,89,144207
53,1739762,9285,134,134216
76,1727194,12472,195,115696
23,1771625,5800,50,170900
59,1742134,8408,119,130659
42,1749076,5800,132,152345
43,1748842,5806,68,150078
64,1732276,9095,136,129653
40,1764686,6864,75,140854
28,1764019,5800,50,170117
61,1747403,9112,115,143425
51,1752919,6133,141,144950
63,1735138,7927,133,121760
54,1743649,8049,103,142607
15,1781914,5800,57,170844
53,1747564,8061,89,140832
34,1776025,6164,82,161689
65,1739580,11046,122,120719
51,1742072,6919,158,147828
47,1758812,6873,101,142597
39,1766738,7382,65,150196
32,1777203,5800,67,163731
30,1763957,5800,93,164687
53,1754844,9000,96,137631
67,1733227,9127,149,124799
36,1767094,5800,65,158777
91,1708288,12756,197,115696
31,1773242,5800,82,152728
55,1742884,7421,85,132382
47,1757035,7442,61,146887
20,1782686,5800,50,171785
52,1755344,7975,155,141714
35,1754916,5800,51,153150
68,1738189,10247,134,130318
80,1724876,11691,189,115696
18,1770813,5800,50,175571
29,1768279,5800,77,160748
61,1733904,9571,146,123823
40,1762815,5800,71,153761
58,1750853,7638,80,130555
67,1737431,11788,140,123515
61,1734006,8807,120,129737
49,1757786,5800,104,148140
26,1784620,5800,52,154575
89,1699259,11680,143,115696
25,1777194,5800,50,167742
80,1709652,11869,122,115696
15,1780463,5800,53,178076
52,1752558,8139,110,137038
39,1752293,7699,84,157060
55,1750079,8309,116,135950
54,1738740,8508,83,140039
52,1747837,7762,101,141557
65,1729942,7823,120,127249
24,1778851,5800,50,168737
24,1777282,5800,50,167317
46,1750868,6492,70,144312
64,1732258,8450,117,131079
42,1750753,7094,91,146580
50,1755110,7673,118,147446
63,1743771,7726,117,136878
102,1701114,15395,197,115696
61,1737540,10564,147,136554
44,1752428,7505,76,147827
64,1737065,8906,130,123078
100,1695377,13127,200,115696
63,1732079,9192,132,120921
48,1748908,6921,101,147504
40,1753808,6107,50,147297
69,1726578,11734,151,121802
66,1738917,12441,135,129772
42,1762866,6915,97,147869
98,1700292,14072,184,115696
76,1721549,10937,126,119137
28,1779057,5800,78,165115
25,1789720,5800,63,173815
56,1740155,8112,142,126573
85,1705156,12105,150,115696
59,1740954,10391,103,128350
33,1760909,5800,91,162339
32,1765911,6417,61,153683
51,1746455,8202,80,139370
52,1741071,7022,126,140488
65,1734011,10586,117,123161
17,1779492,5800,50,174727
37,1767722,5800,63,157208
83,1710232,11602,159,115696
40,1755383,5800,114,161632
50,1757823,7548,86,129425
63,1737936,8416,92,126668
23,1779838,5800,70,161762
31,1774678,5857,61,163592
49,1750055,6900,110,147675
93,1712004,14524,176,115696
15,1786230,5800,50,176864
23,1780178,5800,50,174044
37,1769556,5800,85,156472
77,1714918,11619,160,121639
59,1737823,10853,111,122420
15,1789907,5800,50,178688
92,1702243,13949,160,115696
56,1745690,8467,110,126716
54,1742012,7911,127,134935
56,1740366,8481,57,140148
78,1720452,13111,110,115696
44,1761458,7364,79,148178
54,1743859,7879,122,143473
21,1778378,5800,50,165940
26,1778828,5800,50,169857
41,1758278,7939,70,147091
90,1715735,13789,200,115696
65,1742419,10316,135,128201
61,1749045,8747,183,121516
28,1773543,5800,80,158556
61,1741225,9301,111,127353
59,1740160,10809,109,133679
32,1765389,5800,58,163016
33,1769449,5800,76,155776
29,1775016,5800,50,155544
55,1748356,6809,130,126475
32,1771215,5800,76,155258
56,1742003,9022,119,135850
70,1729630,10188,114,127004
15,1788555,5800,50,179640
32,1770953,5800,94,162625
35,1767288,6030,80,159079
66,1734437,9295,103,124766
62,1730807,8686,115,130681
15,1784070,5800,50,179015
40,1759138,5807,114,150848
59,1747621,6497,165,132144
48,1756002,7173,114,153205
51,1750925,9724,97,145989
37,1761565,5800,58,164996
41,1748869,5841,79,149527
54,1749802,9844,94,140209
56,1747120,7150,96,134820
66,1739000,8962,139,130729
23,1772265,5800,60,171264
54,1741057,8883,111,146164
26,1776717,5800,50,167009
47,1756057,5924,84,137048
50,1740862,8076,136,146855
32,1762021,5800,97,164666
49,1760060,6327,97,149483
55,1745688,9312,98,144446
65,1735542,10980,120,130822
71,1731236,11475,110,119351
34,1772014,5800,81,153706
60,1741757,9159,152,129563
45,1751526,6439,108,139141
53,1747389,7893,77,145383
49,1756091,6944,92,137046
23,1785370,5800,64,168154
64,1736562,8979,115,128725
63,1738060,9821,133,126315
35,1767282,5800,85,164019
27,1782663,5800,50,169483
48,1753401,7849,105,143843
21,1792365,5800,51,176902
30,1770982,5800,57,162061
36,1757489,7098,62,160937
45,1755154,5942,94,147431
44,1767182,5800,90,149045
70,1741704,10078,125,123890
58,1745725,9294,98,128867
31,1769193,5800,77,158916
15,1783521,5800,50,179012
34,1759126,5800,51,162961
60,1730138,7806,124,139750
30,1766265,5800,68,151526
44,1762840,6037,110,158661
45,1754631,5800,80,161529
45,1763873,8019,91,158506
26,1781430,5800,79,172864
56,1751324,8592,103,126114
38,1768445,5800,97,156909
77,1724889,11304,192,119784
65,1738242,9914,155,125801
30,1775339,5803,64,159000
39,1759108,5800,77,157574
40,1759180,6760,114,150758
31,1772798,5800,50,159952
70,1726574,11338,128,115696
22,1769733,5800,55,167611
29,1774947,5800,93,167300
63,1728200,9910,129,132061
39,1756204,5979,101,157496
52,1743641,6773,50,137493
51,1745396,7490,105,134420
90,1710697,14515,130,115696
87,1711950,12640,165,115696
65,1734735,9419,143,124070
64,1735660,7205,109,131712
38,1760582,5800,53,148443
53,1745711,8692,105,138901
78,1717558,11786,157,118420
68,1734842,10791,121,123559
57,1747421,7900,146,140987
52,1752921,7846,101,138407
36,1760550,5998,113,150775
33,1764504,5800,85,169649
55,1738500,6738,123,130294
71,1728592,11489,158,124265
54,1742231,6990,104,138847
34,1775874,5800,50,154410
20,1774424,5800,56,175725
32,1781568,5800,54,160796
76,1736678,11289,167,115696
15,1779288,5800,50,175119
42,1760537,5800,102,151694
56,1750973,9967,98,142970
15,1785535,5800,50,175870
40,1765794,5802,110,153176
45,1761775,5800,118,145673
42,1757891,6616,77,153378
15,1778946,5800,50,177481
53,1749202,8601,99,135287
63,1732901,9086,113,130978
88,1702826,12831,200,115696
19,1783570,5800,56,165811
61,1737041,8855,131,118887
102,1685961,14569,200,115696
49,1759315,5990,103,149176
41,1759758,5800,79,150191
63,1736176,10881,111,127935
72,1723596,9843,135,120135
33,1766051,5800,58,161185
59,1743364,8663,114,138899
66,1742798,7765,119,131119
68,1737510,9322,102,117396
44,1759595,7695,58,143280
58,1745754,9105,161,140439
41,1756097,6311,71,150386
22,1777401,5800,50,166049
47,1749984,6885,95,138833
24,1773935,5800,50,164638
54,1739422,9362,103,137705
36,1764634,5800,50,152107
42,1754566,6187,78,147542
24,1772778,5800,50,174868
86,1730820,15509,187,115696
76,1730177,11721,128,115696
25,1774680,5800,50,171651
35,1769294,5800,52,153090
56,1735924,7366,151,134191
53,1751056,6811,126,142206
36,1758329,6156,101,151966
72,1727863,11592,128,120309
23,1776333,5800,67,166572
34,1766330,5800,63,160854
57,1753114,7708,131,135992
35,1766330,5800,96,154439
57,1743563,6634,154,137656
59,1733639,10410,149,138146
50,1747712,9188,101,145695
64,1740077,9826,143,133123
73,1726429,10379,137,126541
56,1745321,7213,145,129470
18,1780211,5800,50,173858
51,1747075,8426,84,143144
41,1751970,6040,70,150136
69,1737556,11493,120,122022
82,1723057,11701,162,115696
50,1749412,6837,120,134830
30,1774302,5800,50,167538
77,1729316,11505,141,115696
30,1778865,5800,58,165996
56,1747517,7027,71,133380
54,1749632,8498,110,138022
73,1730512,12288,149,116141
30,1772807,5800,97,155380
43,1750904,7751,141,149953
46,1751596,7783,87,142315
32,1768584,5800,75,158183
80,1722638,13630,156,115696
52,1752280,9771,106,137619
95,1711451,14342,190,115696
17,1775547,5800,50,165179
60,1743453,8885,133,134629
43,1766544,5800,113,154584
43,1758736,5800,75,158743
46,1751982,6124,93,142522
52,1741638,7242,98,140379
62,1733745,9211,131,130959
77,1721331,10941,174,120141
41,1761548,5800,56,163791
69,1724405,10981,134,120734
46,1759142,5800,112,138336
58,1755230,10122,126,133078
61,1744869,8653,102,125939
70,1727643,10160,158,124382
82,1707996,11227,148,115696
70,1722357,10010,137,125264
30,1773739,5800,50,161966
28,1774111,5800,60,165069
46,1756286,6919,78,151279
49,1744595,6825,100,135827
86,1715460,13773,150,115696
55,1743117,9156,129,138923
20,1778147,5800,50,167575
44,1752673,7964,50,146827
54,1744244,9231,113,143518
88,1709743,14936,154,115696
22,1776802,5800,50,172525
47,1761184,8957,114,138236
51,1750437,8237,117,144057
34,1771882,5800,68,154917
32,1771187,5800,93,156241
51,1748992,8100,118,141324
54,1747210,10310,131,141561
42,1765918,5873,108,153085
44,1749526,6688,74,154391
33,1762087,5800,81,165992
32,1769526,5800,66,166782
15,1784662,5800,50,173415
35,1771845,5800,71,167328
71,1731320,10231,122,116191
22,1767661,5800,66,165776
44,1753727,5880,64,153362
47,1753704,5971,90,145323
22,1771154,5800,50,173706
44,1758372,6150,86,153281
37,1763904,6124,68,157023
52,1751929,7723,103,135380
42,1748668,6798,66,155472
54,1742070,8131,96,127380
28,1768506,5800,50,164455
98,1694413,16200,186,115696
45,1756438,8246,85,147386
42,1768148,7086,88,155128
56,1751273,10462,125,143119
46,1751380,8549,50,152256
74,1732274,10029,155,120831
29,1767209,5800,50,162851
28,1769346,5800,69,169093
87,1714047,11755,183,115696
72,1729100,11412,156,129386
45,1755212,7712,50,154300
81,1716180,12905,171,116013
70,1729628,9759,126,127491
66,1729973,8129,147,134460
18,1777431,5800,50,180503
45,1756170,7593,93,148713
42,1754461,6161,82,152838
56,1737648,8798,107,137277
63,1727647,9088,128,129950
34,1769295,5800,56,153360
49,1754992,6145,102,137441
60,1736748,8876,122,139821
52,1749848,7354,121,139257
24,1775902,5800,77,169460
52,1742742,7893,88,148810
54,1750057,7633,143,138266
59,1734751,9212,125,121080
51,1752999,7979,79,144885
48,1753205,6783,107,138866
15,1789019,5800,50,169316
50,1749614,8299,98,145437
51,1752297,8392,50,148431
25,1776172,5800,86,166429
54,1742662,7264,109,136782
80,1720985,10159,114,115696
39,1768535,5800,119,155376
15,1784883,5800,50,185532
65,1741907,11641,97,128887
69,1732317,12876,162,124743
15,1787938,5800,50,174803
60,1735242,8879,108,135931
42,1760553,8484,66,143637
64,1735877,10619,114,124680
52,1737867,7313,131,135144
78,1722207,12730,166,115696
49,1744882,5895,110,138714
69,1734764,10632,129,133569
29,1765290,5800,50,163554
15,1785454,5800,50,184071
46,1750491,7112,125,140478
69,1727872,9372,157,124142
67,1727194,9493,179,133928
16,1793850,5800,50,169134
24,1781728,5800,72,172113
56,1737473,8877,122,127832
30,1766269,5800,50,165446
15,1782656,5800,50,167757
53,1743671,8125,95,144884
35,1772270,5800,101,157412
77,1721543,11445,158,116831
18,1787784,5800,78,173293
72,1727060,9483,137,115696
44,1744246,5939,81,142658
52,1747538,8261,119,151470
68,1736808,11023,123,118079
15,1784716,5800,50,171183
65,1728736,9724,137,128374
67,1734629,9206,126,126296
61,1740037,9041,132,132507
43,1758559,7645,67,145809
26,1776973,5800,50,158715
66,1731851,9301,157,127203
46,1756908,6522,80,144972
15,1784787,5800,50,176997
57,1742804,10878,137,129765
51,1748045,7863,107,136829
73,1727895,11594,109,121372
71,1734196,9235,177,115696
70,1727624,10070,128,123961
30,1768308,5800,73,173541
67,1743442,9683,105,131431
26,1782737,5800,50,163707
38,1755998,6095,67,157755
56,1738687,8522,104,138460
63,1744650,8579,147,124043
44,1753833,7248,67,145295
63,1734457,8849,101,125803
36,1767145,5800,66,158633
38,1760325,6800,101,162702
56,1736409,8205,128,138974
56,1748596,8295,125,137276
52,1745271,7968,110,134762
40,1762939,5800,64,150621
54,1753201,8425,112,138179
65,1734277,7965,154,133065
78,1718315,10949,162,115696
52,1749172,7277,104,145057
31,1763739,5800,50,166361
56,1744306,7334,152,131304
17,1781552,5800,56,177179
49,1746273,5800,98,140644
55,1746819,8053,125,133784
69,1730009,8273,144,126155
15,1779515,5800,84,173965
60,1742851,8735,88,133301
59,1746360,7545,91,136579
21,1785551,5800,67,160838
71,1730988,10189,168,126172
41,1759947,8536,76,154985
27,1784168,5800,68,169151
52,1746910,9179,105,144597
51,1748291,8661,134,140431
47,1752753,7668,71,143371
71,1723032,10173,139,118732
29,1757450,5800,50,162755
16,1782577,5800,55,175520
75,1719151,11620,168,121971
28,1776232,5800,59,161186
44,1759243,7791,52,144979
86,1721410,13020,146,115696
83,1712079,12523,189,121642
27,1787706,5800,50,164040
76,1728849,11198,155,115696
42,1753867,5800,114,134296
50,1751303,7672,101,144676
34,1761509,5800,60,159180
65,1733913,8447,157,126444
28,1773582,5800,50,171388
35,1766970,5800,88,151044
25,1774893,5800,50,166306
50,1741892,7203,116,139556
53,1749058,7629,91,143713
39,1757483,5874,50,147037
59,1738850,9308,152,137669
15,1784196,5800,50,179834
31,1759302,5800,62,167831
61,1738966,10559,119,131312
19,1779075,5800,82,171520
48,1753170,6813,104,138402
67,1731399,10517,157,118346
40,1759710,6005,78,152532
56,1744466,7168,74,137658
48,1755835,7550,85,141858
75,1724050,11957,163,118890
47,1746668,6974,118,141994
31,1764319,5800,50,160710
53,1750342,5948,130,139837
34,1765534,5800,52,158468
32,1771875,5800,58,158596
66,1736780,8876,131,126705
70,1729607,10646,152,122320
44,1748113,5800,97,146416
44,1751116,5800,84,148076
15,1779886,5800,50,178718
59,1740516,10221,124,136540
53,1747780,7107,132,137260
31,1772762,5800,61,152970
42,1756168,8329,76,145393
66,1723051,10512,146,123520
30,1771489,5800,50,159494
37,1761909,5800,109,147945
61,1744158,9864,111,133046
32,1768142,5800,50,157443
58,1744778,9526,79,136895
80,1721975,12364,157,115696
56,1746325,8685,109,138006
29,1770062,5800,50,157573
47,1753567,6899,65,140453
42,1764799,5800,120,160479
76,1725565,11798,113,118651
25,1773709,5800,51,170397
59,1743232,8662,113,131765
63,1729235,7465,136,130422
58,1739898,9374,119,135811
75,1720971,11820,163,115696
53,1741815,7901,89,137584
44,1759007,7600,72,144552
34,1763754,5864,84,150401
68,1722102,9387,118,130018
74,1732456,10286,178,115696
60,1750937,10267,121,124700
77,1725610,10954,191,115696
15,1786067,5800,50,182289
38,1760070,5800,61,150563
23,1785423,5800,50,172282
27,1770647,5800,50,172475
28,1774137,5800,50,158680
66,1739104,7864,103,128360
63,1739760,10879,87,125460
68,1737034,12096,139,126921
78,1719924,12508,159,115696
79,1716449,9750,107,115696
32,1763614,5800,50,163476
39,1762387,6979,74,164412
56,1745639,7689,89,147535
62,1736976,8439,155,126712
52,1747879,6416,103,143234
47,1747768,7249,114,136484
52,1753872,6921,119,150128
45,1760829,5800,74,145793
33,1768278,5800,50,163092
44,1752983,5800,88,142818
63,1738330,9527,115,125377
59,1731672,9792,114,131859
33,1763847,5800,53,154407
47,1760918,7759,86,151231
46,1756787,6908,89,144901
66,1734283,10787,148,132395
70,1730650,10952,124,115896
89,1711260,12647,131,115696
15,1788251,5800,50,171726
70,1726998,9196,175,121516
87,1714646,14228,164,115696
55,1745403,7913,127,140466
58,1743485,7493,146,139909
23,1768721,5800,50,160502
49,1753845,8216,93,138637
56,1749078,8294,106,126566
47,1752949,6507,89,141918
32,1768504,5800,83,163898
52,1753120,6101,121,140781
42,1763349,6669,82,157072
75,1719247,10964,125,117592
39,1765899,5800,71,157723
51,1743567,6680,68,130161
74,1728247,10528,145,120174
62,1744396,8010,151,123173
70,1730784,10828,162,115696
69,1728812,11478,114,124480
63,1732381,8858,101,122580
18,1784220,5800,50,175572
54,1731969,8802,125,140025
30,1772451,5800,50,163966
36,1765715,5800,50,153572
51,1747261,7915,143,136922
15,1791219,5800,50,171341
91,1704467,11412,170,115696
29,1772573,5800,50,158543
38,1761609,5800,50,155178
44,1758472,6898,113,159081
53,1752262,7081,126,140192
49,1748262,7934,101,142162
48,1745598,6994,104,131857
57,1747476,9267,62,126927
91,1704082,12402,179,115696
50,1757177,7781,106,142000
15,1778730,5800,50,174953
94,1703210,12986,164,115696
56,1745087,7138,135,140659
55,1727578,6225,140,128775
29,1772889,5800,61,162474
95,1704347,14311,159,115696
39,1757905,5800,68,160085
57,1741733,9391,144,139865
41,1761654,5800,73,152934
36,1762884,7194,50,156292
65,1739610,11298,116,126042
50,1756164,6585,92,149928
26,1767878,5800,53,172856
66,1726582,9610,110,129319
34,1774706,5800,67,156140
37,1761428,6670,70,145872
33,1774475,5800,91,159962
40,1761736,5800,78,151755
85,1712118,13216,151,116870
51,1749668,7521,112,151099
51,1749500,7222,132,140765
65,1738277,10483,123,129941
57,1737612,7693,111,139850
39,1766791,6326,82,160528
74,1728442,12372,137,124119
66,1728828,8344,187,128461
51,1745256,8150,114,140757
79,1721429,12797,167,116782
59,1738878,10338,118,130352
44,1758615,6554,76,141659
51,1761244,7148,115,135943
57,1729245,9265,128,132373
75,1728671,11122,137,117279
91,1713465,13368,195,115696
73,1739759,11064,133,123732
29,1780396,6526,50,169141
64,1739383,8458,134,120857
60,1740070,8647,107,128530
67,1717235,12149,110,133650
59,1739280,6662,100,123178
68,1736060,8059,167,129151
39,1759753,5800,83,149913
65,1737378,9647,105,129380
77,1719709,11193,139,115696
27,1771695,5800,93,166100
90,1713236,13472,177,115696
74,1724453,10118,153,115696
28,1772524,5800,65,154941
69,1728903,11066,121,119825
40,1763650,7763,50,153948
53,1751867,9679,102,138842
49,1744051,7558,78,148039
64,1734929,9860,97,132488
15,1782789,5800,50,188245
44,1751059,6982,97,148385
47,1756568,8053,85,146273
85,1719169,11826,198,115696
92,1708264,11956,200,115696
56,1732486,7330,127,137315
48,1744575,5800,78,145049
67,1730195,8543,121,122378
65,1748048,9996,117,129282
67,1736356,10290,147,123432
71,1728128,11320,130,116888
15,1795698,5800,50,177805
45,1761821,7519,99,150002
60,1738729,10462,95,133509
15,1790185,5800,50,178822
52,1739688,6685,86,136380
25,1780752,5800,50,165197
46,1753477,6711,89,142028
49,1744116,8280,99,136436
27,1781574,5800,63,166485
47,1748396,6808,76,148758
44,1755772,6373,93,148147
69,1732762,10343,125,119403
36,1760214,5800,51,158705
19,1781881,5800,50,173511
77,1722020,11760,164,115696
58,1740442,8226,111,127864
52,1749148,8302,103,144530
81,1718726,12029,200,115696
42,1760138,6291,91,136848
31,1772806,5800,103,164342
48,1751293,6598,110,148495
55,1749395,7239,117,147371
63,1736153,8614,121,122666
53,1748770,5910,95,136872
59,1730905,8024,109,135594
51,1742486,7202,83,142707
83,1715331,12612,196,115696
61,1735940,7518,134,127581
69,1726904,11771,129,118536
22,1779851,5800,59,169891
35,1766880,5800,59,158665
63,1736905,9531,135,128876
78,1718056,10243,146,122408
29,1762875,5800,53,165965
56,1741616,7312,99,135195
95,1700835,14085,200,115696
47,1754322,5800,60,139398
26,1780534,5800,50,162010
88,1713409,12105,182,115696
58,1744315,8901,88,128215
73,1720401,10185,138,121489
54,1754495,9910,131,138987
52,1754110,7887,108,136949
78,1720044,9987,169,115696
32,1768793,5800,68,152933
48,1750864,6904,78,137146
34,1768187,5800,62,156907
35,1754166,5800,79,152676
40,1755293,5800,66,153110
26,1773792,5800,87,169383
29,1768138,5800,50,171322
21,1772793,5800,63,172088
89,1719318,13163,185,115696
40,1753283,7180,65,153006
39,1765385,5800,73,151455
68,1728920,9878,142,115696
79,1725693,11721,167,115696
21,1782684,5800,61,167669
61,1730519,9254,96,132047
56,1743845,10516,129,136238
62,1739452,8686,124,126944
48,1752633,7181,78,139621
48,1757955,7393,85,150473
68,1725856,11496,136,128098
20,1780085,5800,59,168882
34,1759358,5800,59,157336
43,1751271,5800,63,146922
24,1777572,5800,64,171025
40,1759717,5800,72,158827
25,1776739,5800,50,161287
51,1734283,6754,110,137389
27,1774560,5800,50,164632
102,1710317,13788,200,115696
31,1773431,5800,50,153132
67,1733981,10051,142,124244
45,1758563,6915,122,141800
21,1774710,5800,50,176906
47,1748881,6581,91,148819
66,1729807,10237,134,120969
48,1753533,7350,94,138150
54,1750772,6115,110,143234
31,1765976,5800,86,154204
24,1774243,5800,50,158948
54,1746461,7220,168,140556
46,1760810,5967,72,153808
79,1730688,13571,152,115696
36,1775722,5800,78,164597
43,1762295,7780,86,144596
32,1769431,5800,50,156399
44,1759091,6405,102,151783
67,1735523,8253,149,120763
56,1745287,9891,77,132931
30,1770697,5800,59,155380
102,1693385,16200,164,115696
58,1744468,10131,114,132178
73,1728780,11582,134,115696
29,1773035,5800,50,162555
62,1736590,9265,112,125001
34,1767481,6038,62,155982
65,1733148,8725,138,119638
90,1699032,13145,188,115696
39,1756880,5800,82,140623
34,1768985,5866,60,157145
43,1760948,6109,103,154910
71,1734394,10796,138,118768
47,1759854,7208,79,140058
41,1761196,6096,104,147953
76,1728986,10165,160,115696
76,1727060,11034,157,115696
81,1719742,10796,162,115696
56,1739783,7761,96,136424
51,1748131,7964,75,143370
62,1732650,7873,116,124183
26,1764530,5800,74,161505
44,1752361,6848,58,143648
25,1770656,5800,106,155080
26,1783388,5800,66,163456
61,1740762,8727,101,133295
32,1767791,5800,65,154203
25,1771813,5800,50,167061
57,1745147,8020,92,136359
19,1778711,5800,50,175670
52,1749508,7819,103,135768
46,1750269,6685,100,143328
62,1740709,8846,119,139951
18,1780429,5800,57,174068
56,1747427,7143,115,144291
60,1755405,8800,147,129796
48,1748024,6691,90,144659
40,1764225,5800,87,162315
63,1731657,9740,135,124333
61,1742100,9453,137,129392
57,1738920,7502,106,133924
32,1765097,5800,74,150857
41,1758570,6198,103,154722
62,1737332,10800,76,127062
30,1758653,5800,59,168189
61,1726276,10214,147,138842
52,1749932,8375,97,131646
29,1780773,5800,50,160700
20,1776668,5800,56,168181
63,1734006,9649,141,120561
48,1756745,9169,61,139501
86,1711549,13645,174,115696
29,1768830,5800,50,168869
57,1745369,8270,81,143150
39,1761999,7346,79,154198
51,1752429,6709,86,141421
29,1769460,5800,50,166514
33,1767675,5800,85,161222
53,1749475,8851,144,136593
39,1762605,5800,96,154190
57,1742636,9542,142,134873
47,1751349,5800,94,143788
89,1710677,12977,143,115696
65,1740293,11241,108,121504
42,1760122,5800,73,145715
62,1737376,9924,158,130216
40,1765546,5800,76,159292
35,1768613,5800,119,157357
26,1772758,5800,50,162110
54,1747975,8542,78,135917
34,1770335,5800,66,165819
55,1746269,9233,116,139591
30,1768678,5800,50,159710
74,1729004,11835,160,117572
58,1745688,10621,108,138295
55,1745902,6658,131,137452
58,1746917,7896,103,129937
27,1777656,5800,50,166875
76,1725531,12160,148,115696
26,1780378,5800,50,163824
22,1780174,5800,64,171195
42,1752356,7975,83,151525
49,1750068,8708,63,140746
63,1740633,10064,125,126053
50,1748922,7710,93,140426
39,1759877,5800,50,150490
41,1758108,6144,74,145944
53,1748772,9257,117,131764
67,1729465,8733,161,118769
65,1720911,10847,137,124198
70,1732620,11364,165,121201
51,1746022,7916,121,146223
30,1774168,5800,67,163699
48,1754650,8193,129,147588
78,1722072,11623,138,115696
72,1728529,10056,166,120841
36,1756727,5800,55,155646
53,1756806,8584,81,139657
64,1741451,9606,102,127462
47,1748341,6980,87,144478
49,1747184,8726,121,138798
88,1710235,12727,200,115696
15,1781676,5800,50,176545
43,1762967,5800,105,140660
35,1759213,5800,50,151752
63,1734205,11474,132,133080
66,1732980,10572,95,123727
61,1741321,9606,127,131309
29,1774578,5800,50,159235
17,1781327,5800,50,179124
65,1734615,7523,127,123774
62,1731294,9763,107,127597
